,group,name,message
364,16,Hermione Granger,"You don't use your eyes, do you? Didn't you see what it was standing on?"
365,16,Ron Weasley,"I wasn't looking at its feet! I was a bit preoccupied with its heads! Or maybe you didn't notice, there were three!"
366,16,Hermione Granger,It was standing on a trap door. Which means it wasn't there by accident. It's guarding something.
367,16,Harry Potter,Guarding something?
368,16,Hermione Granger,"That's right. Now, if you two don't mind, I'm going to bed, before either of you come up with another clever idea to get us killed or worse, expelled!"
369,16,Ron Weasley,She needs to sort out her priorities.
370,17,Oliver Wood,"Quidditch is easy enough to understand. Each team has seven players, three chasers, two beaters, one keeper and a seeker. That's you. There are three kinds of balls. This one's called the Quaffle. Now, the chasers handle the Quaffle and try to put it through one of those three hoops. The keeper, that's me, defends the hoops. With me so far?"
371,17,Harry Potter,I think so. What are those?
372,17,Oliver Wood,"You better take this. Careful now, it's comin' back. Eh, not bad, Potter, you'd make a fair beater Uh oh."
373,17,Harry Potter,What is that?
374,17,Oliver Wood,"Bludger. Nasty little buggers. But you are the seeker, and the only thing I want you to worry about is this the Golden Snitch."
375,17,Harry Potter,I like this ball.
376,17,Oliver Wood,"Ah, you like it now. Just wait. It's wicked fast and damn near impossible to see."
377,17,Harry Potter,What do I do with it?
378,17,Oliver Wood,"You catch it before the other team's seeker. You catch this, the game is over. You catch this, and we win."
379,17,Harry Potter,Whoa.
380,17,Filius Flitwick,"One of a wizard's most rudimentary skills is levitation, the ability to make objects fly. Uh, do you all have your feathers? Good. Now, uh, don't forget the nice wrist movement weve been practicing, hmm? The swish and flick. Everyone."
381,17,Class,Swish and flick.
382,17,Filius Flitwick,Good. And enunciate. Wingardium Leviosa. Off you go then.
383,17,Draco Malfoy,Wingardium Levio-saaa.
384,17,Ron Weasley,Wingardium Leviosar!
385,17,Hermione Granger,"Stop, stop, stop. You're going to take someone's eye out. Besides, you're saying it wrong. It's Leviosa, not Leviosar."
386,17,Ron Weasley,"You do it then if you're so clever. Go on, go on."
387,17,Hermione Granger,Wingardium Leviosa.
388,17,Filius Flitwick,"Oh, well done! See here, everyone! Miss. Granger's done it! Oh, splendid!"
389,17,Seamus Finnigan,Wingard Levosa.
390,17,Filius Flitwick,"Well done, dear. Whoa! Ooh."
391,17,Harry Potter,"I think we're going to need another feather over here, Professor."
392,17,Ron Weasley,"It's Levioooosa, not Leviosaaar. She's a nightmare, honestly. No wonder she hasn't got any friends."
393,17,Harry Potter,I think she heard you.
394,18,Harry Potter,Where's Hermione?
395,18,Neville Longbottom,Parvati Patil said that she wouldn't come out of the girls' bathroom. She said that she'd been in there all afternoon crying.
396,18,Quirinus Quirrell,TROLL! IN THE DUNGEON! T-TROLL IN THE DUNGEON! Thought you out to know.
397,18,Albus Dumbledore,"SILENCE!!! Everyone will please, not panic."
398,18,Percy Weasley,"Gryffindors, keep up please. And stay alert!"
399,18,Harry Potter,How could a troll get in?
400,18,Ron Weasley,Not by itself. Trolls are really stupid. Probably people playing jokes. What?
401,18,Harry Potter,Hermione! She doesn't know!
402,18,Ron Weasley,I think the troll's left the dungeon.
403,18,Harry Potter,It's going into the girls' bathroom!
404,18,Harry Potter,"Hermione, move!"
405,18,Hermione Granger,Help! Help!
406,18,Ron Weasley,"Hey, pea brain!"
407,18,Hermione Granger,Ahhhh! Help!
408,18,Harry Potter,"Whoa!! Whoa, whoa! "
409,18,Ron Weasley,Ew.
410,18,Harry Potter,Whoa whoa whoa! Do something!
411,18,Ron Weasley,What?
412,18,Harry Potter,Anything! Hurry up.
413,18,Hermione Granger,Swish and flick!
414,18,Ron Weasley,Wingardium Leviosa!
415,18,Hermione Granger,Is it dead?
416,18,Harry Potter,I don't think so. Just knocked out. Ew. Troll bogies.
417,18,Minerva McGonagall,"Oh! Oh my goodness! E-explain yourselves, both of you!"
418,18,Ron Weasley,"Well, what it is"
419,18,Harry Potter,"Well, what it is"
420,18,Hermione Granger,"It's my fault, Professor McGonagall."
421,18,Minerva McGonagall,Miss Granger?
422,18,Hermione Granger,"I went looking for the troll. I'd read about them and thought I could handle it. But I was wrong. If Harry and Ron hadn't come and found me, I'd probably be dead."
423,18,Minerva McGonagall,"Be that as it may be. It was an extremely foolish thing to do. I would have expected more rational behaviour on your part, Miss Granger. Five points will be taken from Gryffindor for your serious lack of judgment. As for you two gentlemen, I just hope you realise how fortunate you are. Not many students could take on a fully grown mountain troll and live to tell the tale. Five points... will be awarded to each of you, for sheer dumb luck."
424,18,Quirinus Quirrell,Perhaps you ought to go M-might wake up. Ahh!! Hehe
425,19,Ron Weasley,"Take a bit of toast, mate, go on."
426,19,Hermione Granger,"Ron's right, Harry. You're going to need your strength today."
427,19,Harry Potter,I'm not hungry.
428,19,Severus Snape,"Good luck today, Potter. Then again, now that you've proven yourself against a troll, a little game of Quidditch should be easy work for you, even if it is against Slytherin."
429,19,Harry Potter,That explains the blood.
430,19,Hermione Granger,Blood?
431,19,Harry Potter,"Listen, last night, I'm guessing Snape let the troll in as a diversion so he could try and get past that three headed dog. But, he got himself bitten. That's why he's limping."
432,19,Hermione Granger,But why would anyone go near that dog?
433,19,Harry Potter,"The day I was at Gringotts, Hagrid took something out of one of the vaults. He said it was Hogwarts business, very secret."
434,19,Hermione Granger,So you're saying
435,19,Harry Potter,That's what the dog's guarding. That's what Snape wants.
436,19,Hermione Granger,"Bit early for mail, isn't it?"
437,19,Harry Potter,But I-I never get mail.
438,19,Ron Weasley,Let's open it.
439,19,Harry Potter,It's a broomstick!
440,19,Ron Weasley,"That's not just any broomstick, Harry! It's a Nimbus two-thousand!"
441,19,Harry Potter,But who..?
442,19,Oliver Wood,"Scared, Harry?"
443,19,Harry Potter,A little.
444,19,Oliver Wood,That's all right. I felt the same way before my first game.
445,19,Harry Potter,What happened?
446,19,Oliver Wood,"Er, I don't really remember. Took a bludger to the head two minutes in. Woke up in the hospital a week later."
447,19,Lee Jordan,"Hello, and welcome to Hogwarts' first Quidditch game of the season! Today's game is Slytherin versus Gryffindor!!"
448,19,Neville Longbottom,Gryffindor!!
449,19,Lee Jordan,The players take their positions as Madam Hooch steps out onto the field to begin the game.
450,19,Rolanda Hooch,"Now, I want a nice clean game, from all of you."
451,19,Lee Jordan,"The bludgers are up, followed by the Golden Snitch. Remember, the Snitch is worth one-hundred-and-fifty points. The seeker who catches the Snitch ends the game."
452,19,Lee Jordan,"The Quaffle is released, and the game begins!"
453,19,Lee Jordan,Angelina Johnson scores! Ten points for Gryffindor!
454,19,Harry Potter,Yes! Whoa!
455,19,Rubeus Hagrid,Well done!
456,19,Lee Jordan,Slytherin takes possession of the Quaffle. Bletchley passes to Captain Marcus Flint.
457,19,Ron Weasley,Yay!
458,19,Seamus Finnigan,Yay!
459,19,Harry Potter,Yes!
460,19,Lee Jordan,Another ten points to Gryffindor!
461,19,Marcus Flint,Give me that! Take that side!
462,20,Harry Potter,Whoa! Whoa!
463,20,Rubeus Hagrid,What's going on with Harry's broomstick?
464,20,Hermione Granger,It's Snape! He's jinxing the broom!
465,20,Ron Weasley,Jinxing the broom? What do we do?
466,20,Hermione Granger,Leave it to me.
467,20,Ron Weasley,"Come on, Hermione!"
468,20,Hermione Granger,Lacarnum Inflamarae.
469,20,Man,Fire! You're on fire!
470,20,Severus Snape,What? Oh!
471,20,Ron Weasley,Go!
472,20,Rubeus Hagrid,Go go go!
473,20,Rubeus Hagrid,Looks like he's gonna be sick!
474,20,Lee Jordan,He's got the Snitch! Harry Potter receives one-hundred-and-fifty points for catching the Snitch! 
475,20,Rolanda Hooch,Gryffindor win!
476,20,Draco Malfoy,No!
477,20,Rubeus Hagrid,Yes!
478,20,Hermione Granger,Whoo-hoo!!
479,21,Rubeus Hagrid,Nonsense! Why would Snape put a curse on Harry's broom?
480,21,Harry Potter,Who knows? Why was he trying to get past that three-headed dog on Halloween?
481,21,Rubeus Hagrid,Who told you 'bout Fluffy?
482,21,Ron Weasley,Fluffy?
483,21,Hermione Granger,That thing has a name?
484,21,Rubeus Hagrid,Well of course he's got a name. He's mine. I bought him off an Irish fella I met down at the pub last year. Then I lent him to Dumbledore to guard the
485,21,Harry Potter,Yes?
486,21,Rubeus Hagrid,"Shouldn't have said that. No more questions! Don't ask me any more questions. That's top secret, that is."
487,21,Harry Potter,"But Hagrid, whatever Fluffy's guarding, Snape's trying to steal it."
488,21,Rubeus Hagrid,Codswallop. Professor Snape is a Hogwarts teacher.
489,21,Hermione Granger,"Hogwarts teacher or not, I know a spell when I see one. I've read all about them. You've got to keep eye contact and Snape wasn't blinking."
490,21,Harry Potter,Exactly.
491,21,Rubeus Hagrid,"Now, you listen to me, all three of you. You're meddling in things that ought not to be meddled in. It's dangerous. What that dog is guarding is strictly between Dumbledore and Nicholas Flamel."
492,21,Harry Potter,Nicholas Flamel?
493,21,Rubeus Hagrid,I shouldn't have said that. I should not have said that.
494,21,Harry Potter,Nicholas Flamel. Who's Nicholas Flamel?
495,21,Hermione Granger,I don't know.
496,21,Harry Potter,Knight to E5.
497,21,Ron Weasley,Queen to E5.
498,21,Hermione Granger,That's totally barbaric!
499,21,Ron Weasley,That's wizard's chess. I see you've packed.
500,21,Hermione Granger,I see you haven't.
501,21,Ron Weasley,Change of plans. My parents decided to go to Romania to visit my brother Charlie. He's studying dragons there.
502,21,Hermione Granger,Good. You can help Harry then. He's going to go and look in the library for information on Nicholas Flamel.
503,21,Ron Weasley,We've looked a hundred times.
504,21,Hermione Granger,Not in the restricted section. Happy Christmas.
505,21,Ron Weasley,I think we've had a bad influence on her.
506,21,Ron Weasley,"Harry, wake up! Come on Harry, wake up! Happy Christmas, Harry."
507,21,Harry Potter,"Happy Christmas, Ron. What are you wearing?"
508,21,Ron Weasley,Oh. My mum made it. It looks like you've got one too.
509,21,Harry Potter,I-I've got presents?
510,21,Ron Weasley,Yeah! There they are.
511,21,Harry Potter,Your father left this in my possession before he died. It is time it was returned to you. Use it well.
512,21,Ron Weasley,What is it?
513,21,Harry Potter,It's some kind of cloak.
514,21,Ron Weasley,"Well, let's see then, put it on."
515,21,Ron Weasley,Whoa!
516,21,Harry Potter,My body's gone!
517,21,Ron Weasley,I know what that is. That's an invisibility cloak.
518,21,Harry Potter,I'm invisible?
519,21,Ron Weasley,They're really rare. I wonder who gave it to you.
520,21,Harry Potter,There was no name. It just said use it well.
521,22,Harry Potter,Famous Fire EatersFifteenth-Century FiendsFlamelNicholas Flamelwhere are you?
522,22,Argus Filch,Who's there?! I know you're in there. You can't hide. Who is it? Show yourself.
523,22,Quirinus Quirrell,Severus I-I thought
524,22,Severus Snape,"You don't want me as your enemy, Quirrell."
525,22,Quirinus Quirrell,W-what do you mean?
526,22,Severus Snape,You know perfectly well what I mean. We'll have another chat soonwhen you've had time to decide where your loyalties lie.
527,22,Argus Filch,"Oh, Professors. I found this, in the restricted section. It's still hot. That means there's a student out of bed."
528,23,Harry Potter,Mum? Dad?
529,23,Harry Potter,Ron! You've really got to see this! Ron! You've got to see this! Ron! Come on! Get out of bed!
530,23,Ron Weasley,Why?
531,23,Harry Potter,"There's something you've got to see. Now, come on!"
532,23,Harry Potter,"Come on. Come on. Come look, it's my parents!"
533,23,Ron Weasley,I only see me.
534,23,Harry Potter,"Look in properly. Go on. Stand there. You see them, don't you? That's my dad."
535,23,Ron Weasley,"That's me! Only, I'm head boy and I'm holding the Quidditch cup! And bloody hell, I'm Quidditch Captain too! I look good. Harry, do you think this mirror shows the future?"
536,23,Harry Potter,How can it? Both my parents are dead.
537,23,Albus Dumbledore,"Back again, Harry? I see that you, like so many before you have discovered the delights of the Mirror of Erised. I trust by now you realise what it does. Let me give you a clue. The happiest man on earth would look into the mirror and see only himself, exactly as he is."
538,23,Harry Potter,"So, then it shows us what we want? Whatever we want?"
539,23,Albus Dumbledore,"Yesand no. It shows us nothing more or less than the deepest most desperate desires of our hearts. Now you, who have never known your family, you see them standing beside you. But remember this, Harry. This mirror gives us neither knowledge or truth. Men have wasted away in front of it, even gone mad. That is why tomorrow it will be moved to a new home, and I must ask you not to go looking for it again. It does not do to dwell on dreams, Harry, and forget to live."
540,24,Hermione Granger,I had you looking in the wrong section! How could I be so stupid? I checked this out a few weeks ago for a bit of light reading.
541,24,Ron Weasley,This is light?
542,24,Hermione Granger,Of course! Here it is! Nicholas Flamel is the only known maker of the Philosopher's Stone!
543,24,Ron Weasley,The what?
544,24,Harry Potter,The what?
545,24,Hermione Granger,"Honestly, dont you two read? The Philosopher's Stone is a legendary substance with astonishing powers. It will turn any metal into pure gold and produces the Elixir of Life, which will make the drinker immortal."
546,24,Ron Weasley,Immortal?
547,24,Hermione Granger,It means you never die.
548,24,Ron Weasley,I know what it means!
549,24,Harry Potter,Sshhh!
550,24,Hermione Granger,"The only stone currently in existence belongs to Mr. Nicholas Flamel, the noted alchemist, who last year celebrated his six-hundred-and-sixty-fifth birthday! That's what Fluffy's guarding on the third floor. That's what's under the trapdoor the Philosopher's Stone!"
551,24,Harry Potter,Hagrid!
552,24,Rubeus Hagrid,"Oh hello. Sorry, don't wish to be rude, but I'm in no fit state to entertain today."
553,24,Harry Potter,We know about the Philosopher's Stone!
554,24,Hermione Granger,We know about the Philosopher's Stone!
555,24,Ron Weasley,We know about the Philosopher's Stone!
556,24,Rubeus Hagrid,Oh.
557,24,Harry Potter,We think Snape's trying to steal it.
558,24,Rubeus Hagrid,"Snape? Blimey, Harry, you're still not on about him, are you?"
559,24,Harry Potter,"Hagrid, we know he's after the stone. We just don't know why."
560,24,Rubeus Hagrid,Snape is one of the teachers protecting the Stone! He's not about to steal it!
561,24,Harry Potter,What?
562,24,Rubeus Hagrid,"You heard. Right. Come on now, I'm a bit preoccupied today."
563,24,Harry Potter,Wait a minute. One of the teachers?
564,24,Hermione Granger,"Of course! There are other things defending the Stone, aren't there? Spells, enchantments!"
565,24,Rubeus Hagrid,"That's right. Waste of bloody time, if you ask me. Ain't no one gonna get past Fluffy. Heheh, not a soul knows how. Except for me and Dumbledore. I shouldn't have told you that. I shouldn't have told you that. Oh! Ooh, oh, oh, oh!!"
566,24,Harry Potter,"Uh, Hagrid, what exactly is that?"
567,24,Rubeus Hagrid,That? It's a it's um
568,24,Ron Weasley,"I know what that is! But Hagrid, how did you get one?"
569,24,Rubeus Hagrid,"I won it, off a stranger I met down at the pub. Seemed quite glad to be rid of it, as a matter of fact."
570,24,Hermione Granger,Is that a dragon?
571,24,Ron Weasley,That's not just a dragon. That's a Norwegian Ridgeback! My brother Charlie works with these in Romania.
572,24,Rubeus Hagrid,"Isn't he beautiful? Oh, bless him, look. He knows his mummy. Heheh. Hello Norbert."
573,24,Harry Potter,Norbert?
574,24,Rubeus Hagrid,"Yeah, well, he's got to have a name, doesn't he? Don't you, Norbert?"
575,24,Rubeus Hagrid,"Ohh! Ohh, ohh, oh, well he'll have to be trained up a bit, of course. Who's that?"
576,24,Harry Potter,Malfoy.
577,24,Rubeus Hagrid,Oh dear.
578,24,Harry Potter,Hagrid always wanted a dragon. He told me so the first time I met him.
579,24,Ron Weasley,"It's crazy. And worse, Malfoy knows."
580,24,Harry Potter,I don't understand. Is that bad?
581,24,Ron Weasley,It's bad.
582,24,Minerva McGonagall,Good evening.
583,24,Minerva McGonagall,"Nothing, I repeat, nothing gives a student the right to walk about the school at night. Therefore, as punishment for your actions, fifty points will be taken."
584,24,Harry Potter,Fifty?!
585,24,Minerva McGonagall,"Each. And to ensure it doesn't happen again, all four of you will receive detention."
586,24,Draco Malfoy,"Excuse me, Professor. Perhaps I heard you wrong. I thought you said the four of us."
587,24,Minerva McGonagall,"No, you heard me correctly, Mr. Malfoy. You see as honorable as your intentions were, you too were out of bed after hours. You will serve detention with your classmates."
588,25,Argus Filch,"A pity they let the old punishments die. There was a time detention would find you hanging by your thumbs in the dungeons. God I miss the screaming. You'll be serving detention with Hagrid tonight. He's got a little job to do inside the dark forest. A sorry lot this, Hagrid. Oh, good God, man, you're not still on about that bloody dragon."
589,25,Rubeus Hagrid,Norbert's gone. Dumbledore sent him off to Romania to live in a colony.
590,25,Hermione Granger,"Well, that's good, isn't it? He'll be with his own kind."
591,25,Rubeus Hagrid,"Yeah, but what if he don't like Romania? What if the other dragons are mean to him? He's only a baby after all."
592,25,Argus Filch,"Oh, for God's sake, pull yourself together, man. You're going into the forest after all. Got to have your wits about you."
593,25,Draco Malfoy,The forest? I thought that was a joke! We can't go in there! Students aren't allowed. And there are werewolves!
594,25,Argus Filch,"There's more than werewolves in those trees, lad. You can be sure of that. Nighty-night."
595,25,Rubeus Hagrid,Right. Let's go.
596,25,Harry Potter,"Hagrid, what's that?"
597,25,Rubeus Hagrid,"What we're here for. See that? That's unicorn's blood, that is. I found one dead a few weeks ago. Now, this one's been injured bad by something. So, it's our job to find the poor beast. Ron, Hermione, you'll come with me."
598,25,Ron Weasley,Okay.
599,25,Rubeus Hagrid,"And Harry, you'll go with Malfoy."
600,25,Draco Malfoy,Okay. Then I get Fang!
601,25,Rubeus Hagrid,"Fine. Just so you know, he's a bloody coward."
602,25,Draco Malfoy,You wait 'til my father hears about this. This is servant's stuff.
603,25,Harry Potter,"If I didn't know better, Draco, I'd say you were scared."
604,25,Draco Malfoy,"Scared, Potter? Did you hear that? Come on, Fang. Scared."
605,25,Harry Potter,"What is it, Fang?"
606,25,Draco Malfoy,HELP!!!!!
607,25,Firenze,"Harry Potter, you must leave. You are known to many creatures here. The forest is not safe at this time. Especially for you."
608,25,Harry Potter,But what was that thing you saved me from?
609,25,Firenze,"A monstrous creature. It is a terrible crime to slay a unicorn. Drinking the blood of a unicorn will keep you alive even if you are an inch from death. But at a terrible price. You have slain something so pure that the moment the blood touches your lips, you will have a half-life. A cursed life."
610,25,Harry Potter,But who would choose such a life?
611,25,Firenze,Can you think of no one?
612,25,Harry Potter,Do you mean to say that thing that killed the unicorn that was drinking its bloodthat was Voldemort?
613,25,Firenze,Do you know what is hidden in the school at this very moment?
614,25,Harry Potter,The Philosopher's Stone.
615,25,Hermione Granger,Harry!
616,25,Rubeus Hagrid,"Hello there, Firenze. I see you've met our young Mr. Potter. You all right there, Harry?"
617,25,Firenze,"Harry Potter, this is where I leave you. You're safe now. Good luck."
618,26,Hermione Granger,"You mean You-Know-Who's out there right now, in the forest?"
619,26,Harry Potter,"But he's weak. He's living off the unicorns. Don't you see? We had it wrong! Snape doesn't want the Stone for himself. He wants the Stone for Voldemort. With the Elixir of Life, Voldemort will be strong again. He'll he'll come back."
620,26,Ron Weasley,"But, if he comes back, you don't think he'll try to kill you, do you?"
621,26,Harry Potter,"I think if he'd had the chance, he might've tried to kill me tonight."
622,26,Ron Weasley,"And to think, I've been worrying about my Potions final."
623,26,Hermione Granger,"Hang on a minute. We're forgetting one thing. Who's the one wizard Voldemort always feared? Dumbledore. As long as Dumbledore's around, Harry, you're safe. As long as Dumbledore's around, you can't be touched."
624,26,Hermione Granger,"I'd always heard Hogwarts end of year exams were frightful, but I found they're rather enjoyable."
625,26,Ron Weasley,Speak for yourself. All right there Harry?
626,26,Harry Potter,My scar. It keeps burning.
627,26,Hermione Granger,It's happened before.
628,26,Harry Potter,Not like this.
629,26,Ron Weasley,Perhaps you should see the nurse.
630,26,Harry Potter,I think it's a warning. It means danger's coming.
631,26,Harry Potter,Oh. Of course.
632,26,Hermione Granger,What is it?
633,26,Harry Potter,"Don't you think it's a bit odd that what Hagrid wants more than anything is a dragon and a stranger turns up who just happens to have one? I mean, how many people wander around with dragon eggs in their pocket? Why didn't I see it before?"
634,26,Harry Potter,"Hagrid, who gave you the dragon egg? What did he look like?"
635,26,Rubeus Hagrid,I dunno. I never saw his face. He kept his hood up.
636,26,Harry Potter,"This stranger though, you and he must have talked?"
637,26,Rubeus Hagrid,"Well, he- he wanted to know what sort of creatures I looked after. I told him, I said after Fluffy, a dragon's gonna be no problem."
638,26,Harry Potter,Did he seem interested in Fluffy?
639,26,Rubeus Hagrid,"Well, of course he was interested in Fluffy. How often do you come across a three-headed dog, even if you're in the trade? But I told him, I said, I said, the trick with any beast is to know how to calm him. Take Fluffy for example, just play him a bit of music and he'll fall straight to sleep. I shouldn't have told you that. Where you going? Wait! Wait!"
640,26,Harry Potter,"We have to see Professor Dumbledore, immediately!"
641,26,Minerva McGonagall,I'm afraid Professor Dumbledore is not here. He received an urgent owl from the Ministry of Magic and left immediately for London.
642,26,Harry Potter,He's gone? But this is important! This is about the Philosopher's Stone.
643,26,Minerva McGonagall,How do you know-?
644,26,Harry Potter,Someone's going to try and steal it.
645,26,Minerva McGonagall,"I don't know how you three found out about the Stone, but I assure you it is perfectly well protected. Now, would you go back to your dormitories? Quietly."
646,26,Harry Potter,"That was no stranger Hagrid met in the village. It was Snape, which means he knows how to get past Fluffy."
647,26,Hermione Granger,And with Dumbledore gone-
648,26,Severus Snape,Good afternoon. Now what would three young Gryffindors such as yourselves be doing inside on a day like this?
649,26,Hermione Granger,"Uh, uh, w-w-we were just-"
650,26,Severus Snape,You ought to be careful. People will think you'reup to something.
651,26,Hermione Granger,Now what do we do?
652,26,Harry Potter,"We go down the trapdoor, tonight."
653,27,Ron Weasley,"Trevor. Trevor, sshh, go! You shouldn't be here!"
654,27,Neville Longbottom,"Neither should you. You're sneaking out again, aren't you?"
655,27,Harry Potter,"No Neville, listen. We were-"
656,27,Neville Longbottom,"No, I won't let you! You'll get Gryffindor into trouble again! I-I-I'll fight you."
657,27,Hermione Granger,"Neville, I'm really really sorry about this. Petrificus Totalus."
658,27,Ron Weasley,"You're a little scary sometimes, you know that? Brilliant, but scary."
659,27,Harry Potter,Let's go. Sorry.
660,27,Hermione Granger,Sorry.
661,27,Ron Weasley,"It's for your own good, you know."
662,27,Hermione Granger,"Ow, you stood on my foot!"
663,27,Ron Weasley,Sorry.
664,27,Hermione Granger,Alohomora.
665,27,Harry Potter,Wait a minute. He's snoring. Snape's already been here. He's put a spell on the harp.
666,27,Ron Weasley,Eugh. It's got horrible breath.
667,27,Harry Potter,We have to move its paw.
668,27,Ron Weasley,What?
669,27,Harry Potter,Come on! Okay. Push.
670,27,Harry Potter,"I'll go first. Don't follow until I give you a sign. If something bad happens, get yourselves out. Does it seem a bit quiet to you?"
671,27,Hermione Granger,The harp. It's stopped playing.
672,27,Ron Weasley,Euuugh! Yuck! Eugh.
673,27,Harry Potter,Jump!!
674,27,Ron Weasley,"Ahhhhhhh!! Wow. Lucky this plant thing's here, really."
675,27,Harry Potter,"Wow! Oh, ah!"
676,27,Hermione Granger,"Stop moving, both of you. This is Devil's Snare. You have to relax. If you don't, it will only kill you faster."
677,27,Ron Weasley,"Kill us faster? Oh, now I can relax! Hermione!"
678,27,Harry Potter,Hermione!
679,27,Ron Weasley,Now what are we gonna do?
680,27,Hermione Granger,Just relax!
681,27,Harry Potter,"Hermione, where are you?"
682,27,Hermione Granger,Do what I say! Trust me!
683,27,Ron Weasley,Ahhhhh!! Harry! Harry!
684,27,Hermione Granger,Are you okay?
685,27,Harry Potter,"Yeah, yeah, I'm fine."
686,27,Ron Weasley,Ahhhh! Help!
687,27,Hermione Granger,"He's not relaxing, is he?"
688,27,Harry Potter,Apparently not.
689,27,Hermione Granger,We've gotta do something!
690,27,Harry Potter,What?
691,27,Hermione Granger,"Eugh, I remember reading something in Herbology. Um, Devil's Snare, Devil's Snare. It's deadly fun, but will sulk in the Sun. That's IT! Devil's Snare hates sunlight! Lumus Solem."
692,27,Ron Weasley,Ahhhhhhhhh!
693,27,Harry Potter,"Ron, you okay?"
694,27,Ron Weasley,Yeah.
695,27,Harry Potter,Okay.
696,27,Ron Weasley,Phew! Lucky we didn't panic.
697,27,Harry Potter,Lucky Hermione pays attention in Herbology.
698,27,Hermione Granger,What is that?
699,27,Harry Potter,I don't know. Sounds like wings.
700,28,Hermione Granger,Curious. I've never seen birds like these.
701,28,Harry Potter,They're not birds. They're keys. And I bet one of them fits that door.
702,28,Hermione Granger,What's this all about?
703,28,Harry Potter,I don't know. Strange.
704,28,Ron Weasley,"Alohomora! Well, it was worth a try."
705,28,Hermione Granger,Eugh! What are we going to do? There must be a thousand keys up there.
706,28,Ron Weasley,"We want a big, old-fashioned one. Probably rusty, like the handle."
707,28,Harry Potter,There! I see it! The one with the broken wing!
708,28,Hermione Granger,"What's wrong, Harry?"
709,28,Harry Potter,It's too simple.
710,28,Ron Weasley,"Oh go on Harry! If Snape can catch it on that old broomstick, you can. You're the youngest Seeker in a century!"
711,28,Ron Weasley,This complicates things a bit.
712,28,Harry Potter,Catch the key!
713,28,Ron Weasley,Hurry up!
714,28,Hermione Granger,I don't like this. I don't like this at all.
715,28,Harry Potter,Where are we? A graveyard?
716,28,Ron Weasley,This is no graveyard. It's a chessboard.
717,28,Harry Potter,There's the door.
718,28,Hermione Granger,Now what do we do?
719,28,Ron Weasley,"It's obvious, isn't it? We've got to play our way across the room. All right, Harry, you take the empty bishop's square. Hermione, you'll be the queen-side castle. And as for me, I'll be a knight."
720,28,Hermione Granger,What happens now?
721,28,Ron Weasley,"Well, white moves first. And thenwe play."
722,28,Hermione Granger,"Ron, you don't suppose this is going to be like real wizard's chess, do you?"
723,28,Ron Weasley,"You there, D-5! Yes Hermione, I think this is going to be exactly like wizard chess."
724,28,Ron Weasley,Castle to E-4! Pawn to C-3! 
725,29,Harry Potter,Wait a minute.
726,29,Ron Weasley,"You understand right, Harry. Once I make my move, the queen will take me. Then you're free to check the king."
727,29,Harry Potter,"No, Ron, no!"
728,29,Hermione Granger,What is it?
729,29,Harry Potter,He's going to sacrifice himself.
730,29,Hermione Granger,No you can't! There must be another way!
731,29,Ron Weasley,"Do you wanna stop Snape from getting that stone or not? Harry, it's you that has to go on. I know it. Not me. Not Hermione. You. Knight to H-3. Check"
732,29,Harry Potter,"Ron! No! Don't move! Don't forget, we're still playing. Checkmate"
733,29,Harry Potter,"Take care of Ron. Then go to the owlery, send a message to Dumbledore. Ron's right. I have to go on."
734,29,Hermione Granger,"You'll be okay, Harry. You're a great wizard. You really are."
735,29,Harry Potter,Not as good as you.
736,29,Hermione Granger,"Heh, me? Books and cleverness. There are more important things. Friendship and bravery. And Harry, just be careful."
737,30,Harry Potter,"Ow! You? N-no, it can't be! Snape, h-he w-was the-"
738,30,Quirinus Quirrell,"Yes, he does seem the type, doesn't he? Next to him, who would suspect, p-p-poor s-s-s-stuttering Professor Quirrell?"
739,30,Harry Potter,"But that day, during the Quidditch match, Snape tried to kill me."
740,30,Quirinus Quirrell,"No dear boy, I tried to kill you! And trust me, if Snape's cloak hadn't caught fire and broken my eye contact, I would have succeeded, even with Snape muttering his little countercurse."
741,30,Harry Potter,Snape was trying to save me?
742,30,Quirinus Quirrell,"I knew you were a danger to me right from the off, especially after Halloween."
743,30,Harry Potter,Th-then you let the troll in!
744,30,Quirinus Quirrell,"Very good, Potter, yes. Snape, unfortunately, wasn't fooled. While everyone else was running about the dungeon, he went to the third floor to head me off. He, of course, never trusted me again. He rarely left me alone. But he doesn't understand. I'm never alone. Never. Now, what does this mirror do? I see what I desire. I see myself holding the Stone. But how do I get it?"
745,30,Voldemort,Use the boy.
746,30,Quirinus Quirrell,"Come here, Potter! Now! Tell me, what do you see? What is it? What do you see?!"
747,30,Harry Potter,I'm shaking hands with Dumbledore. I've won the house cup.
748,30,Voldemort,He lies.
749,30,Quirinus Quirrell,Tell the truth!! What do you see?!
750,30,Voldemort,Let me speak to him.
751,30,Quirinus Quirrell,"Master, you are not strong enough."
752,30,Voldemort,"I have strength enough for this. Harry Potter, we meet again."
753,30,Harry Potter,Voldemort.
754,31,Voldemort,"Yes, you see what I've become? See what I must do to survive? Live off another, a mere parasite. Unicorn blood can sustain me, but it cannot give me a body of my own. But there is something that can. Something that, conveniently enough, lies in your pocket. Stop him! Don't be a fool. Why suffer an horrific death, when you can join me, and live."
755,31,Harry Potter,Never!
